word1,word2,similarity_out_of_50,similarity
hamster,party,6.0,1.2
museum,swim,6.0,1.2
lego,rodents,6.0,1.2
branch,lego,6.0,1.2
game,husky,6.0,1.2
camel,highway,6.0,1.2
baseball,cheetah,6.0,1.2
stripes,weather,6.0,1.2
journal,squirrel,6.0,1.2
cake,rusty,6.0,1.2
bacon,view,6.0,1.2
dandelion,stand,6.0,1.2
cheetah,flame,6.0,1.2
abstract,vehicle,6.0,1.2
party,sunk,6.0,1.2
floor,transformers,6.0,1.2
amphibians,berry,6.0,1.2
marble,monkeys,6.0,1.2
jump,salad,6.0,1.2
subway,valentine,6.0,1.2
baseball,cactus,6.0,1.2
ancient,poster,6.0,1.2
grass,skull,6.0,1.2
cattle,web,6.0,1.2
drive,lego,6.0,1.2
flying,sexy,6.0,1.2
ink,tropical,6.0,1.2
pyramid,swimsuit,6.0,1.2
chess,sleep,6.0,1.2
bag,wild,6.0,1.2
chapel,whiskers,6.0,1.2
chair,words,6.0,1.2
angel,construction,6.0,1.2
exhibition,soup,6.0,1.2
kittens,travel,6.0,1.2
swim,vehicle,6.0,1.2
costumes,ocean,6.0,1.2
pigeon,reading,6.0,1.2
origami,stadium,6.0,1.2
animals,candy,6.0,1.2
happy,stop,5.0,1.0
insects,mom,5.0,1.0
canyon,piano,5.0,1.0
leather,swan,5.0,1.0
goose,outfit,5.0,1.0
sunglasses,weed,5.0,1.0
played,wine,5.0,1.0
monkeys,restaurant,5.0,1.0
goose,locomotives,5.0,1.0
garage,mammals,5.0,1.0
drug,wolf,5.0,1.0
graveyard,pug,5.0,1.0
chair,ipod,5.0,1.0
rice,tickets,5.0,1.0
mammals,rope,5.0,1.0
hill,rust,5.0,1.0
paws,protest,5.0,1.0
petals,pug,5.0,1.0
interior,mushrooms,5.0,1.0
chocolate,squirrel,5.0,1.0
mammals,written,5.0,1.0
reading,seagull,5.0,1.0
parking,photographer,5.0,1.0
tea,whiskers,5.0,1.0
cactus,gasoline,5.0,1.0
kitchen,wedding,5.0,1.0
chocolate,wig,5.0,1.0
hanging,mom,5.0,1.0
dragonfly,piano,5.0,1.0
leather,sunshine,5.0,1.0
handwriting,pigs,5.0,1.0
brick,rabbit,5.0,1.0
burger,mountain,5.0,1.0
girls,morning,5.0,1.0
canal,silhouette,5.0,1.0
advertisement,pond,5.0,1.0
paws,theatre,5.0,1.0
raspberry,written,5.0,1.0
family,red,5.0,1.0
concrete,swan,5.0,1.0
bedroom,canyon,5.0,1.0
breakfast,staircase,5.0,1.0
flame,sidewalk,5.0,1.0
carrots,city,5.0,1.0
ipod,rope,5.0,1.0
licking,rusty,5.0,1.0
meat,pond,5.0,1.0
female,machine,5.0,1.0
living,makeup,5.0,1.0
piano,wolf,5.0,1.0
girls,wind,5.0,1.0
frog,subway,5.0,1.0
map,weed,5.0,1.0
bike,flame,5.0,1.0
dew,engine,5.0,1.0
cake,library,5.0,1.0
carnival,wool,5.0,1.0
bottle,library,5.0,1.0
eat,hair,5.0,1.0
dragon,furniture,5.0,1.0
skull,storm,5.0,1.0
rodents,smile,5.0,1.0
punk,skyscraper,5.0,1.0
gun,pizza,4.0,0.8
female,square,4.0,0.8
pub,snowman,4.0,0.8
meat,moon,4.0,0.8
potatoes,skating,4.0,0.8
dragonfly,wine,4.0,0.8
flight,whiskers,4.0,0.8
boxer,lighthouse,4.0,0.8
fungi,wedding,4.0,0.8
licking,pier,4.0,0.8
mirror,raspberry,4.0,0.8
bike,hummingbird,4.0,0.8
key,misty,4.0,0.8
cafe,frog,4.0,0.8
soup,wool,4.0,0.8
carrots,memorial,4.0,0.8
lion,square,4.0,0.8
bucket,girls,4.0,0.8
feline,nuts,4.0,0.8
gun,quote,4.0,0.8
furniture,pizza,4.0,0.8
goose,stencil,4.0,0.8
chicken,knitting,4.0,0.8
abstract,frog,4.0,0.8
ceiling,mug,4.0,0.8
fish,rocket,4.0,0.8
flamingo,office,4.0,0.8
rabbit,sphere,4.0,0.8
ice,sheep,4.0,0.8
car,tongue,4.0,0.8
bracelet,mountain,4.0,0.8
cocktail,written,4.0,0.8
lego,weather,4.0,0.8
cigarette,skating,3.0,0.6
happy,rusty,3.0,0.6
tomato,whale,3.0,0.6
chess,cigarette,3.0,0.6
fish,theatre,3.0,0.6
donut,panda,3.0,0.6
hot,zombie,3.0,0.6
machine,pond,3.0,0.6
guitar,nude,3.0,0.6
giraffe,mist,3.0,0.6
bread,cliff,3.0,0.6
bible,misty,3.0,0.6
construction,violet,3.0,0.6
cheetah,soup,3.0,0.6
puppy,skyline,3.0,0.6
children,ford,3.0,0.6
cheetah,phone,3.0,0.6
explosion,stencil,3.0,0.6
carrots,design,2.0,0.4
jellyfish,rally,2.0,0.4
military,tomato,2.0,0.4
gun,stairs,2.0,0.4
cafe,lizard,2.0,0.4
posted,tulip,2.0,0.4
grave,hat,2.0,0.4
apple,cute,2.0,0.4
angel,gasoline,1.0,0.2
giraffe,harbor,1.0,0.2
feathers,truck,1.0,0.2
festival,whiskers,1.0,0.2
muscle,tulip,1.0,0.2
bikini,pizza,1.0,0.2
bakery,zebra,0.0,0.0
