word1,word2,similarity_out_of_7,similarity
rice,sushi,6,8.333333333333334
misty,scenery,4,5.0
autumn,sunshine,3,3.3333333333333335
dirty,wash,5,6.666666666666667
band,vinyl,4,5.0
blue,stripe,4,5.0
dinner,room,3,3.3333333333333335
outfit,skirt,5,6.666666666666667
van,vehicle,6,8.333333333333334
apartment,floor,6,8.333333333333334
bedroom,downtown,2,1.6666666666666667
pepper,soup,5,6.666666666666667
nature,tv,1,0.0
drip,round,1,0.0
reptile,swim,3,3.3333333333333335
idea,stop,1,0.0
man,transformer,1,0.0
costume,outfit,7,10.0
morning,stop,1,0.0
food,fruit,5,6.666666666666667
decoration,twig,3,3.3333333333333335
evening,lunch,2,1.6666666666666667
club,play,4,5.0
pepper,sunflower,3,3.3333333333333335
rain,wind,6,8.333333333333334
lick,lip,6,8.333333333333334
bacon,pepper,5,6.666666666666667
gun,pizza,1,0.0
line,temple,1,0.0
exhibition,photography,5,6.666666666666667
cold,rain,5,6.666666666666667
vine,wine,5,6.666666666666667
hill,shore,5,6.666666666666667
insect,mom,1,0.0
origami,white,3,3.3333333333333335
eye,iris,1,0.0
branch,twig,6,8.333333333333334
garage,mammal,1,0.0
bus,tram,6,8.333333333333334
key,palace,1,0.0
cliff,harbour,5,6.666666666666667
harbor,harbour,7,10.0
breakfast,evening,3,3.3333333333333335
angel,gasoline,1,0.0
bread,eat,5,6.666666666666667
city,sidewalk,5,6.666666666666667
beef,pepper,4,5.0
bright,sunny,4,5.0
cooking,eat,5,6.666666666666667
church,graveyard,5,6.666666666666667
poster,tank,1,0.0
military,reflection,1,0.0
skirt,wig,3,3.3333333333333335
fun,night,2,1.6666666666666667
coast,hill,4,5.0
lantern,oak,1,0.0
dandelion,petal,5,6.666666666666667
beetle,insect,6,8.333333333333334
guy,idea,2,1.6666666666666667
shade,tree,5,6.666666666666667
bath,bed,4,5.0
cookie,peel,2,1.6666666666666667
rain,wet,6,8.333333333333334
mist,morning,5,6.666666666666667
lunch,sandwich,5,6.666666666666667
leather,rope,2,1.6666666666666667
subway,train,5,6.666666666666667
abstract,candle,1,0.0
cloud,mist,6,8.333333333333334
frost,spring,3,3.3333333333333335
mural,paint,6,8.333333333333334
feel,time,2,1.6666666666666667
garden,pumpkin,3,3.3333333333333335
graveyard,ruin,4,5.0
hat,jacket,5,6.666666666666667
morning,smile,1,0.0
brown,hummingbird,2,1.6666666666666667
porch,scooter,2,1.6666666666666667
family,live,3,3.3333333333333335
hang,tear,1,0.0
tree,twig,5,6.666666666666667
person,stair,2,1.6666666666666667
autumn,shade,2,1.6666666666666667
ice,snow,6,8.333333333333334
misty,weather,4,5.0
dessert,fruit,5,6.666666666666667
garden,kitchen,3,3.3333333333333335
rainbow,whale,1,0.0
play,wine,1,0.0
abstract,vehicle,1,0.0
cocktail,relax,3,3.3333333333333335
frost,wet,3,3.3333333333333335
chapel,tower,3,3.3333333333333335
harbour,town,3,3.3333333333333335
foliage,shade,5,6.666666666666667
bacon,guy,1,0.0
brown,green,5,6.666666666666667
car,garage,5,6.666666666666667
game,husky,2,1.6666666666666667
hold,theatre,3,3.3333333333333335
hang,time,2,1.6666666666666667
action,whisker,1,0.0
canine,run,3,3.3333333333333335
escalator,station,3,3.3333333333333335
fun,relax,5,6.666666666666667
hat,jean,4,5.0
daisy,gravestone,2,1.6666666666666667
smile,tear,5,6.666666666666667
sea,swim,5,6.666666666666667
bakery,cake,5,6.666666666666667
foliage,plant,6,8.333333333333334
dude,kid,3,3.3333333333333335
metro,train,5,6.666666666666667
petal,rose,5,6.666666666666667
bed,sit,3,3.3333333333333335
dirty,rusty,4,5.0
berry,dessert,4,5.0
marble,monkey,1,0.0
grave,hat,2,1.6666666666666667
ceiling,wall,5,6.666666666666667
breakfast,morning,5,6.666666666666667
military,tomato,1,0.0
animal,wild,5,6.666666666666667
flamingo,pelican,6,8.333333333333334
bedroom,canyon,1,0.0
beef,cooking,4,5.0
lick,paw,3,3.3333333333333335
berry,cherry,6,8.333333333333334
metro,television,1,0.0
hill,town,3,3.3333333333333335
cheetah,giraffe,4,5.0
raspberry,sweet,5,6.666666666666667
camera,crow,1,0.0
party,sink,1,0.0
lawn,patio,4,5.0
dusk,skirt,1,0.0
snake,taxi,1,0.0
swim,underwater,4,5.0
foot,toe,6,8.333333333333334
play,sailing,1,0.0
black,seat,2,1.6666666666666667
glitter,scenery,2,1.6666666666666667
fun,time,1,0.0
child,live,2,1.6666666666666667
purple,shade,4,5.0
floor,porch,3,3.3333333333333335
seed,sunflower,5,6.666666666666667
floor,interior,4,5.0
orange,strawberry,2,1.6666666666666667
mallard,portrait,1,0.0
graveyard,silver,1,0.0
beard,hair,6,8.333333333333334
black,dark,5,6.666666666666667
pelican,stork,6,8.333333333333334
auto,santa,1,0.0
basket,moss,1,0.0
cold,weather,5,6.666666666666667
brown,orange,6,8.333333333333334
basket,dinner,2,1.6666666666666667
bath,room,2,1.6666666666666667
gymnastics,port,1,0.0
pink,white,5,6.666666666666667
barn,food,1,0.0
butterfly,insect,5,6.666666666666667
violet,white,4,5.0
sea,tropical,4,5.0
storm,tropical,5,6.666666666666667
tomato,whale,1,0.0
jacket,leather,5,6.666666666666667
kitchen,sleep,1,0.0
band,metal,4,5.0
butterfly,leave,1,0.0
mallard,swan,6,8.333333333333334
belly,dark,1,0.0
angel,pod,1,0.0
baseball,bear,1,0.0
day,morning,6,8.333333333333334
cathedral,ruin,4,5.0
poppy,store,1,0.0
porch,staircase,3,3.3333333333333335
action,subway,1,0.0
potato,soup,5,6.666666666666667
drip,rain,4,5.0
clock,stripe,1,0.0
jellyfish,rally,1,0.0
friend,happy,2,1.6666666666666667
mist,sunshine,5,6.666666666666667
green,gull,1,0.0
lady,sexy,3,3.3333333333333335
splash,swimming,3,3.3333333333333335
gold,texture,2,1.6666666666666667
foliage,violet,3,3.3333333333333335
ford,wall,2,1.6666666666666667
evening,sunshine,2,1.6666666666666667
steel,wing,2,1.6666666666666667
musician,piano,5,6.666666666666667
foot,mural,1,0.0
berry,eat,5,6.666666666666667
pyramid,swimsuit,1,0.0
eye,smile,3,3.3333333333333335
porch,ruin,3,3.3333333333333335
ruin,swimsuit,1,0.0
cloud,droplet,2,1.6666666666666667
cafe,shop,5,6.666666666666667
hummingbird,reptile,4,5.0
daffodil,flower,6,8.333333333333334
stair,steel,3,3.3333333333333335
music,sing,6,8.333333333333334
chapel,church,6,8.333333333333334
barn,mug,1,0.0
sunlight,sunshine,6,8.333333333333334
leather,swan,1,0.0
blossom,ivy,5,6.666666666666667
grey,stripe,3,3.3333333333333335
frost,sunshine,3,3.3333333333333335
key,misty,1,0.0
airplane,flight,6,8.333333333333334
stripe,train,1,0.0
light,shadow,5,6.666666666666667
beard,blonde,4,5.0
farm,wind,2,1.6666666666666667
daughter,mother,6,8.333333333333334
brick,building,5,6.666666666666667
shore,swim,3,3.3333333333333335
piano,play,6,8.333333333333334
guy,sit,2,1.6666666666666667
sweet,vine,1,0.0
mud,water,5,6.666666666666667
concrete,interior,3,3.3333333333333335
burger,frozen,4,5.0
brick,concrete,5,6.666666666666667
fall,tear,1,0.0
coffee,sun,1,0.0
eye,sky,1,0.0
hot,winter,2,1.6666666666666667
berry,foliage,3,3.3333333333333335
bedroom,patio,4,5.0
flower,spring,5,6.666666666666667
cherry,lamb,3,3.3333333333333335
amphibian,reptile,6,8.333333333333334
breakfast,hotel,4,5.0
fun,stop,1,0.0
collar,tiger,2,1.6666666666666667
dirty,smile,1,0.0
salad,sunflower,2,1.6666666666666667
hockey,ice,5,6.666666666666667
hang,stand,2,1.6666666666666667
feline,pet,4,5.0
construction,violet,1,0.0
fire,smoke,6,8.333333333333334
burger,mac,6,8.333333333333334
drop,time,1,0.0
aircraft,fly,6,8.333333333333334
bacon,wild,1,0.0
flower,purple,5,6.666666666666667
couple,family,5,6.666666666666667
dragon,oak,1,0.0
grey,violet,1,0.0
dessert,raspberry,3,3.3333333333333335
lunch,sunshine,1,0.0
girl,wind,1,0.0
cigarette,skating,1,0.0
ad,bacon,1,0.0
chicken,soup,5,6.666666666666667
interior,object,4,5.0
